<br><font color=yellow>*Lera(Bailey42) sat alone on a tree branch, samehada resting lazily across her legs. She had a good vantage point from up here, she could keep her eye on the skies and the ground; just in case something decided she looked a little tasty. Every now and then she'd glance down at Samehada fondly. Even though it was fully co-operative with her, she couldn't help but like it. It was surprisingly affectionate, at least as long as you continued to provide it with chakra anyway; which she did in bucket loads.

Ever so gently, she rubbed her hand down the blades edge; being careful not to catch her hands on the sharp scales. It still continued to suck away at her chakra, if it weren't for her exceptionally large pools; she would have run dry a long time ago. It was a wonder it was still going, it did stop every now and then; but surely there would come a point where it was well and truly full. Either way, until she truly mastered the weapon; using it in a real life and death battle would be risky.

With a sigh, she gripped Samehada's hilt and dropped from the tree; landing gracefully on the forest floor. The area was mostly clear, besides a few forest critters but they generally just left her alone. She wagered she'd traveled a good majority of the forest now, but had yet to come across a beast on the same level as the one Marissa had been fighting. She was starting to get the feeling that she'd gotten everything possible out of surviving here, it was more or less time to leave.

All she had to do was make her way to Fujitora's base and wait for him, though that was easier said than done. She reckoned she'd come pretty close to the base a number of times, but had always turned herself away so as to extend her stay for as long as possible. Despite that, things were starting to get very samey, she'd defeated most creatures with relative ease, a few had given her a little trouble; but she'd yet to sustain even a scratch. So with a yawn, she trailled off into the forest, towards Fujitora's base.
* - Sun Nov  1 14:47:02 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Did you find out anything? - Wed Nov  4 19:18:49 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Yeah. - Wed Nov  4 19:18:49 2015
<br><br><font color=teal>*Lera(Bailey42) says: Trilliam Though. He is my fathers Grandson no? What reason would he have? - Wed Nov  4 19:19:40 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: He's not a suspect. - Wed Nov  4 19:19:40 2015
<br><br><font color=teal>*Lera(Bailey42) says: I see. - Wed Nov  4 19:19:40 2015
<br><br><font color=teal>*Lera(Bailey42) thinks: Why mention his name then. - Wed Nov  4 19:19:40 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: It's process of elimination. That's why he was a suspect at first. - Wed Nov  4 19:19:40 2015
<br><br><font color=teal>*Shin(Yaori) says: DAAYUUUUUUUUMN - Wed Nov  4 19:20:32 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: -omit- - Wed Nov  4 19:20:32 2015
<br><br><font color=teal>*Shin(Yaori) says: -omit - Wed Nov  4 19:20:32 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hello everyone. - Wed Nov  4 19:20:32 2015
<br><br><font color=teal>*Lera(Bailey42) says: Hello Iza... - Wed Nov  4 19:21:23 2015
<br><br><font color=teal>*Lera(Bailey42) says: I'm going to go back to Kirigakure Yan, what we discussed is still fine yes? - Wed Nov  4 19:22:14 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: The guards won't let you leave, at least not yet. - Wed Nov  4 19:22:14 2015
<br><br><font color=teal>*Lera(Bailey42) says: I see... - Wed Nov  4 19:23:05 2015
<br><br><font color=teal>*Shin(Yaori) says: No one leaves until we find the culprit - Wed Nov  4 19:23:05 2015
<br><br><font color=teal>*Shin(Yaori) says: Sorry Miss - Wed Nov  4 19:23:05 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: The culprit? - Wed Nov  4 19:23:05 2015
<br><br><font color=teal>*Lera(Bailey42) says: ...You forgot my name Shin? - Wed Nov  4 19:23:05 2015
<br><br><font color=teal>*Lera(Bailey42) says: Offensive. - Wed Nov  4 19:23:05 2015
<br><br><font color=teal>*Shin(Yaori) says: I'm sorry, I wasn't paying attention Ms. Lera.  - Wed Nov  4 19:23:56 2015
<br><br><font color=teal>*Shin(Yaori) says: You have changed your look - Wed Nov  4 19:23:56 2015
<br><br><font color=teal>*Shin(Yaori) says: Have a nice day Ms. Lera. - Wed Nov  4 19:29:04 2015
<br><br><font color=teal>*Shin(Yaori) thinks: I knew I had too good of a feeling about today. I'm never right. - Wed Nov  4 19:29:04 2015
<br><br><font color=teal>*Lera(Bailey42) says: Right. - Wed Nov  4 19:29:55 2015
<br><br><font color=teal>*Lera(Bailey42) says: I'll return shortly Yan - Wed Nov  4 19:29:55 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: ...... - Wed Nov  4 19:52:57 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Crazy fucking people... - Wed Nov  4 19:53:48 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: .... - Wed Nov  4 19:53:48 2015
<br><br><font color=teal>*Kuro(Ichigo10101) thinks: Average people don't do things like this.. - Wed Nov  4 19:56:22 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Lera, I didn't expect you back so soon. - Wed Nov  4 19:56:22 2015
<br><br><font color=teal>*Lera(Bailey42) says: Noone there...I left a message though - Wed Nov  4 19:58:04 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Yeah. - Wed Nov  4 19:58:04 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Do you know why Ortho attacked/ - Wed Nov  4 19:58:04 2015
<br><br><font color=teal>*Lera(Bailey42) says: I have no idea....but he will pay for it. - Wed Nov  4 19:58:04 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I see. - Wed Nov  4 19:59:47 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: You don't know of any history between him and the village? - Wed Nov  4 19:59:47 2015
<br><br><font color=teal>*Lera(Bailey42) says: No...as far as I can see there was absolutely no reason. - Wed Nov  4 19:59:47 2015
<br><br><font color=teal>*Lera(Bailey42) says: He did it simply because he could. - Wed Nov  4 20:00:38 2015
<br><br><font color=teal>*Shin(Yaori) says: Anything Yan? - Wed Nov  4 20:00:38 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Leo was named the killer and he admitted it. - Wed Nov  4 20:00:38 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: And we've jailed him. He will await Hassan for judgement - Wed Nov  4 20:00:38 2015
<br><br><font color=teal>*Shin(Yaori) says: It seems my inkling was correct - Wed Nov  4 20:00:38 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I thought the answer was too obvious at first. - Wed Nov  4 20:01:29 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: We cannot have ninja like that roaming the country. - Wed Nov  4 20:01:29 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I will urge Hassan to put a bounty on Ortho. - Wed Nov  4 20:01:29 2015
<br><br><font color=teal>*Shin(Yaori) says: On Ortho? - Wed Nov  4 20:03:12 2015
<br><br><font color=teal>*Shin(Yaori) says: . . . - Wed Nov  4 20:03:12 2015
<br><br><font color=teal>*Lera(Bailey42) says: Mhm...I will contribute to that bounty if needs be. - Wed Nov  4 20:03:12 2015
<br><br><font color=teal>*Lera(Bailey42) says: but i would rather end him myself. - Wed Nov  4 20:03:12 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I don't know much about the man myself. - Wed Nov  4 20:03:12 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Only that his ex girlfriend is a jounin here. - Wed Nov  4 20:03:12 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: She doesn't know his whereabouts though. - Wed Nov  4 20:03:12 2015
<br><br><font color=teal>*Shin(Yaori) says: He is . . . a good man - Wed Nov  4 20:03:12 2015
<br><br><font color=teal>*Shin(Yaori) says: But a proud one - Wed Nov  4 20:04:03 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Then why did he attack Kirigakure? - Wed Nov  4 20:04:03 2015
<br><br><font color=teal>*Shin(Yaori) says: The same reason we all do stupid things - Wed Nov  4 20:04:03 2015
<br><br><font color=teal>*Shin(Yaori) says: Revenge - Wed Nov  4 20:04:03 2015
<br><br><font color=teal>*Shin(Yaori) says: For what, i wish I knew, but - Wed Nov  4 20:04:03 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: And what did they do to him? - Wed Nov  4 20:04:03 2015
<br><br><font color=teal>*Shin(Yaori) says: I am unsure - Wed Nov  4 20:04:03 2015
<br><br><font color=teal>*Shin(Yaori) says: Perhaps you could find out - Wed Nov  4 20:04:54 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Well, then..you have no ground to stand on unfortunately with these words. - Wed Nov  4 20:04:54 2015
<br><br><font color=teal>*Shin(Yaori) says: Fair enough, but this I know - Wed Nov  4 20:04:54 2015
<br><br><font color=teal>*Lera(Bailey42) says: .... - Wed Nov  4 20:05:45 2015
<br><br><font color=teal>*Lera(Bailey42) says: Revenge or not. He took the last thing I cared for. So he'll die for it. - Wed Nov  4 20:05:45 2015
<br><br><font color=teal>*Shin(Yaori) says: Revenge is a vicious circle - Wed Nov  4 20:05:45 2015
<br><br><font color=teal>*Lera(Bailey42) says: Indeed it is. - Wed Nov  4 20:05:45 2015
<br><br><font color=teal>*Shin(Yaori) says: In acting on revenge - Wed Nov  4 20:05:45 2015
<br><br><font color=teal>*Shin(Yaori) says: You cause another to act in retribution - Wed Nov  4 20:06:36 2015
<br><br><font color=teal>*Shin(Yaori) says: And then another - Wed Nov  4 20:06:36 2015
<br><br><font color=teal>*Shin(Yaori) says: Until one wise soul breaks the circle - Wed Nov  4 20:06:36 2015
<br><br><font color=teal>*Shin(Yaori) says: Preventing the pain and loss of others - Wed Nov  4 20:06:36 2015
<br><br><font color=teal>*Lera(Bailey42) says: Have you ever lost someone to whome you'd given your heart? - Wed Nov  4 20:06:36 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) thinks: She talking about Seisuke or someone else? - Wed Nov  4 20:06:36 2015
<br><br><font color=teal>*Shin(Yaori) says: Yes. - Wed Nov  4 20:06:36 2015
<br><br><font color=teal>*Lera(Bailey42) says: Then you should know what its like. - Wed Nov  4 20:07:28 2015
<br><br><font color=teal>*Shin(Yaori) says: I do - Wed Nov  4 20:07:28 2015
<br><br><font color=teal>*Lera(Bailey42) says: Then don't question me. - Wed Nov  4 20:07:28 2015
<br><br><font color=teal>*Shin(Yaori) says: Only those who undesrstand hatred - Wed Nov  4 20:07:28 2015
<br><br><font color=teal>*Shin(Yaori) says: Can speak with those who feel it - Wed Nov  4 20:07:28 2015
<br><br><font color=teal>*Shin(Yaori) says: And so I ask you - Wed Nov  4 20:07:28 2015
<br><br><font color=teal>*Shin(Yaori) says: Why do you hate him - Wed Nov  4 20:08:19 2015
<br><br><font color=teal>*Lera(Bailey42) says: Because he destroyed what was left of my already broken soul. - Wed Nov  4 20:08:19 2015
<br><br><font color=teal>*Shin(Yaori) says: Broken? - Wed Nov  4 20:09:10 2015
<br><br><font color=teal>*Lera(Bailey42) says: This is the second time...the second...theres nothing left for me to lose. - Wed Nov  4 20:09:10 2015
<br><br><font color=teal>*Shin(Yaori) says: I was like you once - Wed Nov  4 20:09:10 2015
<br><br><font color=teal>*Shin(Yaori) says: I thought I was - Wed Nov  4 20:09:10 2015
<br><br><font color=teal>*Shin(Yaori) says: No - Wed Nov  4 20:10:01 2015
<br><br><font color=teal>*Shin(Yaori) says: I was broken - Wed Nov  4 20:10:01 2015
<br><br><font color=teal>*Shin(Yaori) says: I had lost everything - Wed Nov  4 20:10:01 2015
<br><br><font color=teal>*Shin(Yaori) says: Twice - Wed Nov  4 20:10:01 2015
<br><br><font color=teal>*Shin(Yaori) says: And its about to happen again soon - Wed Nov  4 20:10:01 2015
<br><br><font color=teal>*Shin(Yaori) says: But - Wed Nov  4 20:10:01 2015
<br><br><font color=teal>*Shin(Yaori) says: Breaking something - Wed Nov  4 20:10:01 2015
<br><br><font color=teal>*Shin(Yaori) says: No matter how precious - Wed Nov  4 20:10:01 2015
<br><br><font color=teal>*Shin(Yaori) says: Just gives someone a chance to reinvent it - Wed Nov  4 20:10:01 2015
<br><br><font color=teal>*Shin(Yaori) says: Reconstructing it in the same manner - Wed Nov  4 20:10:01 2015
<br><br><font color=teal>*Shin(Yaori) says: Or a new - Wed Nov  4 20:10:01 2015
<br><br><font color=teal>*Shin(Yaori) says: Learn to reconstruct the broken - Wed Nov  4 20:10:52 2015
<br><br><font color=teal>*Lera(Bailey42) says: ...I won't ever love someone like that again. - Wed Nov  4 20:10:52 2015
<br><br><font color=teal>*Shin(Yaori) says: Instead of focusing on the pieces that once were whole - Wed Nov  4 20:10:52 2015
<br><br><font color=teal>*Lera(Bailey42) says: Its not worth it. - Wed Nov  4 20:10:52 2015
<br><br><font color=teal>*Shin(Yaori) says: Love is always worth it Ms. lera - Wed Nov  4 20:10:52 2015
<br><br><font color=teal>*Shin(Yaori) says: There is nothign better than havig it - Wed Nov  4 20:10:52 2015
<br><br><font color=teal>*Lera(Bailey42) says: Not when they always die. - Wed Nov  4 20:10:52 2015
<br><br><font color=teal>*Shin(Yaori) says: Just like Love Ms. Lera - Wed Nov  4 20:11:44 2015
<br><br><font color=teal>*Shin(Yaori) says: You cannot stop death - Wed Nov  4 20:11:44 2015
<br><br><font color=teal>*Shin(Yaori) says: It happens when it happens - Wed Nov  4 20:11:44 2015
<br><br><font color=teal>*Shin(Yaori) says: Regadless of how hard we fight it - Wed Nov  4 20:11:44 2015
<br><br><font color=teal>*Shin(Yaori) says: That's what makes life so beautiful - Wed Nov  4 20:11:44 2015
<br><br><font color=teal>*Lera(Bailey42) says: It happens when -i'm not there' - Wed Nov  4 20:11:44 2015
<br><br><font color=teal>*Lera(Bailey42) says: Every single time. - Wed Nov  4 20:11:44 2015
<br><br><font color=teal>*Lera(Bailey42) says: Without fail. - Wed Nov  4 20:11:44 2015
<br><br><font color=teal>*Lera(Bailey42) says: I've failed too many times Shin - Wed Nov  4 20:12:35 2015
<br><br><font color=teal>*Lera(Bailey42) says: No more. - Wed Nov  4 20:12:35 2015
<br><br><font color=teal>*Shin(Yaori) says: Let me ask you this - Wed Nov  4 20:12:35 2015
<br><br><font color=teal>*Shin(Yaori) says: If you had been with your love forever - Wed Nov  4 20:12:35 2015
<br><br><font color=teal>*Shin(Yaori) says: not til death - Wed Nov  4 20:12:35 2015
<br><br><font color=teal>*Shin(Yaori) says: But literally forever - Wed Nov  4 20:12:35 2015
<br><br><font color=teal>*Shin(Yaori) says: Do you think that you'd be just as happy as your first day together? - Wed Nov  4 20:13:26 2015
<br><br><font color=teal>*Shin(Yaori) says: Love does not fade, but - Wed Nov  4 20:13:26 2015
<br><br><font color=teal>*Shin(Yaori) says: Happiness bades monotony - Wed Nov  4 20:13:26 2015
<br><br><font color=teal>*Shin(Yaori) says: Without pain - Wed Nov  4 20:13:26 2015
<br><br><font color=teal>*Shin(Yaori) says: We cannot truly be happ - Wed Nov  4 20:13:26 2015
<br><br><font color=teal>*Lera(Bailey42) says: Perhaps. but when they are wrenched from your grasp time and time again - Wed Nov  4 20:13:26 2015
<br><br><font color=teal>*Lera(Bailey42) says: It begins to get...old. - Wed Nov  4 20:13:26 2015
<br><br><font color=teal>*Shin(Yaori) says: I know your pain Ms. Lera, and I am not discounting it - Wed Nov  4 20:14:17 2015
<br><br><font color=teal>*Lera(Bailey42) says: I'm dedicating my life to protecting the few things I have left. - Wed Nov  4 20:14:17 2015
<br><br><font color=teal>*Shin(Yaori) says: Feel free to hate - Wed Nov  4 20:14:17 2015
<br><br><font color=teal>*Lera(Bailey42) says: both are here. - Wed Nov  4 20:14:17 2015
<br><br><font color=teal>*Lera(Bailey42) says: So here I am. - Wed Nov  4 20:14:17 2015
<br><br><font color=teal>*Shin(Yaori) says: Thats better - Wed Nov  4 20:14:17 2015
<br><br><font color=teal>*Shin(Yaori) says: Focus on what you can do - Wed Nov  4 20:14:17 2015
<br><br><font color=teal>*Shin(Yaori) says: Not what you haven't - Wed Nov  4 20:14:17 2015
<br><br><font color=teal>*Lera(Bailey42) says: Don't get me wrong - Wed Nov  4 20:14:17 2015
<br><br><font color=teal>*Lera(Bailey42) says: If the chance presents itself, I will kill Orthod - Wed Nov  4 20:14:17 2015
<br><br><font color=teal>*Lera(Bailey42) says: But i'm not one of those people who rushes towards their death. - Wed Nov  4 20:15:08 2015
<br><br><font color=teal>*Shin(Yaori) says: Good - Wed Nov  4 20:15:08 2015
<br><br><font color=teal>*Lera(Bailey42) says: You just misunderstood me. - Wed Nov  4 20:15:08 2015
<br><br><font color=teal>*Shin(Yaori) says: One last question tho - Wed Nov  4 20:15:08 2015
<br><br><font color=teal>*Shin(Yaori) says: Would you wish - Wed Nov  4 20:15:08 2015
<br><br><font color=teal>*Shin(Yaori) says: The pain you feel right now - Wed Nov  4 20:15:08 2015
<br><br><font color=teal>*Shin(Yaori) says: On soeone else - Wed Nov  4 20:15:08 2015
<br><br><font color=teal>*Lera(Bailey42) says: Nope. - Wed Nov  4 20:15:08 2015
<br><br><font color=teal>*Shin(Yaori) says: Then why would you - Wed Nov  4 20:16:00 2015
<br><br><font color=teal>*Shin(Yaori) says: Kill Ortho - Wed Nov  4 20:16:00 2015
<br><br><font color=teal>*Shin(Yaori) says: Who has made connections and bonds - Wed Nov  4 20:16:00 2015
<br><br><font color=teal>*Lera(Bailey42) says: because he's a threat to my people. - Wed Nov  4 20:16:00 2015
<br><br><font color=teal>*Lera(Bailey42) says: The fact that I get revenge is just a bonus. - Wed Nov  4 20:16:00 2015
<br><br><font color=teal>*Lera(Bailey42) says: He's attacked my village -twice- - Wed Nov  4 20:16:00 2015
<br><br><font color=teal>*Lera(Bailey42) says: Killed my kage. - Wed Nov  4 20:16:00 2015
<br><br><font color=teal>*Lera(Bailey42) says: My friends. - Wed Nov  4 20:16:00 2015
<br><br><font color=teal>*Lera(Bailey42) says: My lover. - Wed Nov  4 20:16:00 2015
<br><br><font color=teal>*Shin(Yaori) thinks: I didn't know Ortho was a savage . . . - Wed Nov  4 20:16:51 2015
<br><br><font color=teal>*Shin(Yaori) says: And then - Wed Nov  4 20:16:51 2015
<br><br><font color=teal>*Shin(Yaori) says: Once you kill him - Wed Nov  4 20:16:51 2015
<br><br><font color=teal>*Lera(Bailey42) says: Thats why I'm bringing my people here. Where they'll be infinitely safer. - Wed Nov  4 20:16:51 2015
<br><br><font color=teal>*Shin(Yaori) says: But once you kill him - Wed Nov  4 20:16:51 2015
<br><br><font color=teal>*Shin(Yaori) says: Another will feel the pain you feel now - Wed Nov  4 20:16:51 2015
<br><br><font color=teal>*Lera(Bailey42) says: Maybe - Wed Nov  4 20:17:42 2015
<br><br><font color=teal>*Shin(Yaori) says: So instead of solely wishing it on another - Wed Nov  4 20:17:42 2015
<br><br><font color=teal>*Shin(Yaori) says: You will force it on them - Wed Nov  4 20:17:42 2015
<br><br><font color=teal>*Lera(Bailey42) says: I don't wish it on anyone. But life is a bitch. - Wed Nov  4 20:17:42 2015
<br><br><font color=teal>*Shin(Yaori) says: Only ffew know how to tame her - Wed Nov  4 20:17:42 2015
<br><br><font color=teal>*Shin(Yaori) says: I wish you the best in your endeavors Lera - Wed Nov  4 20:18:33 2015
<br><br><font color=teal>*Lera(Bailey42) says: Mhm, thanks. - Wed Nov  4 20:18:33 2015
<br><br><font color=yellow>*Lera(Bailey42) passes Yan 30 jutsu scrolls.* - Wed Nov  4 20:18:33 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Well, your grandpa sleeps all day it seems. - Wed Nov  4 20:22:49 2015
<br><br><font color=teal>*Lera(Bailey42) says: Grandpa? - Wed Nov  4 20:23:40 2015
<br><br><font color=teal>*Lera(Bailey42) says: You mean my father? - Wed Nov  4 20:23:40 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Yeah, he has so many kids and grandkids. - Wed Nov  4 20:23:40 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I don't even know who is who to him anymore. - Wed Nov  4 20:23:40 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Sorry. - Wed Nov  4 20:23:40 2015
<br><br><font color=teal>*Lera(Bailey42) says: I know what you mean - Wed Nov  4 20:23:40 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: One of Fujitora's kids recently showed up. - Wed Nov  4 20:23:40 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I don't even know how many he has... - Wed Nov  4 20:24:32 2015
<br><br><font color=teal>*Lera(Bailey42) says: Iza? - Wed Nov  4 20:24:32 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Ivel, I think his name is. - Wed Nov  4 20:24:32 2015
<br><br><font color=teal>*Lera(Bailey42) says: Oh. No I don't know that one...jeesh...that makes what...5 nieces and nephews now? - Wed Nov  4 20:24:32 2015
<br><br><font color=teal>*Lera(Bailey42) says: I'm too young for that.. - Wed Nov  4 20:24:32 2015
<br><br><font color=teal>*Lera(Bailey42) says: No thank you. I don't smoke. - Wed Nov  4 20:26:14 2015
<br><br><font color=teal>*Lera(Bailey42) says: Bye. - Wed Nov  4 20:27:56 2015
<br><br><font color=teal>*Ketsuki(SephirothSage) says: Morning people. - Wed Nov  4 20:33:55 2015
<br><br><font color=teal>*Lera(Bailey42) says: Hello.. - Wed Nov  4 20:34:46 2015
<br><br><font color=yellow>*Lera(Bailey42) nodded her head towards the girl.* - Wed Nov  4 20:36:28 2015
<br><br><font color=teal>*Shin(Yaori) says: Greetings - Wed Nov  4 20:36:28 2015
<br><br><font color=teal>*Ketsuki(SephirothSage) says: Names Ketsuki- it's nice to meetcha, miss, sir. - Wed Nov  4 20:36:28 2015
<br><br><font color=teal>*Lera(Bailey42) says: Lera. Plesure. - Wed Nov  4 20:38:11 2015
<br><br><font color=teal>*Shin(Yaori) says: I am called Shin. - Wed Nov  4 20:38:11 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Hi . . .  - Wed Nov  4 20:40:44 2015
<br><br><font color=teal>*Lera(Bailey42) says: ...I would love to talk, but theres something I have to do. - Wed Nov  4 20:40:44 2015
<br><br><font color=teal>*Diamond(Ellthestrange) says: Miss LEra? - Wed Nov  4 20:50:08 2015
<br><br><font color=teal>*Lera(Bailey42) says: ..? - Wed Nov  4 20:50:08 2015
<br><br><font color=teal>*Diamond(Ellthestrange) says: . . . - Wed Nov  4 20:50:08 2015
<br><br><font color=teal>*Lera(Bailey42) says: You're not leaving for Kiri? - Wed Nov  4 20:50:08 2015
<br><br><font color=teal>*Diamond(Ellthestrange) says: Lady Violet died. .  - Wed Nov  4 20:50:59 2015
<br><br><font color=teal>*Lera(Bailey42) says: I...know. - Wed Nov  4 20:50:59 2015
<br><br><font color=teal>*Diamond(Ellthestrange) says: No. . I will stay here.. and rebuild..  - Wed Nov  4 20:50:59 2015
<br><br><font color=teal>*Lera(Bailey42) says: I see... - Wed Nov  4 20:50:59 2015
<br><br><font color=teal>*Lera(Bailey42) says: .... - Wed Nov  4 20:52:41 2015
<br><br><font color=yellow>*Lera(Bailey42) took the blades from him "You have these...did you pick up the other blades as well?"* - Wed Nov  4 20:52:41 2015
<br><br><font color=teal>*Diamond(Ellthestrange) thinks: don't check the trash cans . .  - Wed Nov  4 20:54:24 2015
<br><br><font color=teal>*Lera(Bailey42) says: ....They are not meant for you. - Wed Nov  4 20:55:15 2015
<br><br><font color=teal>*Lera(Bailey42) says: I will have you return them. - Wed Nov  4 20:55:15 2015
<br><br><font color=teal>*Diamond(Ellthestrange) says: With all due respect. . They are not meant for you either. .  - Wed Nov  4 20:55:15 2015
<br><br><font color=teal>*Lera(Bailey42) thinks: Nobody is stupid enough to throw them in the ocean. - Wed Nov  4 20:56:06 2015
<br><br><font color=teal>*Lera(Bailey42) says: As wielder of the samehada, I will take the blades and decide who has the right to wield them - Wed Nov  4 20:56:06 2015
<br><br><font color=teal>*Lera(Bailey42) says: If you wish for that right, then you must earn it. - Wed Nov  4 20:56:06 2015
<br><br><font color=teal>*Diamond(Ellthestrange) says: Your weilding Shamahede gives you no more right over them then anyone else. .  - Wed Nov  4 20:56:57 2015
<br><br><font color=teal>*Diamond(Ellthestrange) says: In my eyes. .if gives you less. .  - Wed Nov  4 20:56:57 2015
<br><br><font color=teal>*Lera(Bailey42) says: Where are they. - Wed Nov  4 20:56:57 2015
<br><br><font color=teal>*Diamond(Ellthestrange) says: You weren't even HERE when we needed you! - Wed Nov  4 20:56:57 2015
<br><br><font color=teal>*Diamond(Ellthestrange) says: TWICE! - Wed Nov  4 20:56:57 2015
<br><br><font color=teal>*Lera(Bailey42) says: ... - Wed Nov  4 20:56:57 2015
<br><br><font color=teal>*Diamond(Ellthestrange) says: . . Take them. .  - Wed Nov  4 20:57:48 2015
