<br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Yeah. - Tue Oct  6 19:46:33 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I see. - Wed Oct  7 21:23:24 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Believe it! - Wed Oct  7 21:23:24 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Noted. - Wed Oct  7 21:23:24 2015
<br><br><font color=teal>*Reguel(Airide) says: I want to become a great medic, however I won't be able to if I can't graduate form genin and gain missions, isn't that right Raikage? - Wed Oct  7 21:24:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I don't want to be Kage because. - Wed Oct  7 21:24:16 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: It's possible. - Wed Oct  7 21:24:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: The current Raikage is good. - Wed Oct  7 21:24:16 2015
<br><br><font color=teal>*Reisen(BigBootyJudy) says: Has anyone seen Suitengu. . .? - Wed Oct  7 21:24:16 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: No. - Wed Oct  7 21:24:16 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: He is in sunagakure paper girl. - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Good luck getting in. - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Reisen(BigBootyJudy) says: Alright. . .That will be easy. - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: As for you Idiot N.1 - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Aim higher. - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: That is all I have to say. - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: I'm weak. - Wed Oct  7 21:25:58 2015
<br><br><font color=teal>*Reguel(Airide) says: Most people who aim 'higher' usually are the hardest when they come crashing down. - Wed Oct  7 21:25:58 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: Hopefully one of these shinobi become fit for the role of Raikage... - Wed Oct  7 21:27:40 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: Otherwise I can't fulfill my true calling. - Wed Oct  7 21:27:40 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Why don't you spar Niza Idiot N.1 to see how much you fair against him. - Wed Oct  7 21:27:40 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: It should be fun. - Wed Oct  7 21:27:40 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: And entertaining. - Wed Oct  7 21:28:32 2015
<br><br><font color=teal>*Reguel(Airide) says: Now, Raikage, I want to do a mission, or something, it's not like I'll do much by standing on my ass studying. - Wed Oct  7 21:28:32 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I mean.... - Wed Oct  7 21:28:32 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I'm not here for your amusement. - Wed Oct  7 21:29:23 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: If he hasn't informed you where we went.. He probably- - Wed Oct  7 21:29:23 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Well It will help him see where he is at in terms of strenght. - Wed Oct  7 21:29:23 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: You'll get the same reward everyone else gets. - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Good luck with your mission. - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Hmm. - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Niza. - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Yes? - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Would you like to spar? - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: No. - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I want- - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Oh? - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Reguel(Airide) says: Then I'll just put in an order request, I have the yen. - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Well that is dissapointing. - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: It'll be declined. - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I was hoping to see where I was compared to you. - Wed Oct  7 21:32:48 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: Sigh. - Wed Oct  7 21:34:30 2015
<br><br><font color=teal>*Reguel(Airide) says: Then I'll just let a shinobi die. - Wed Oct  7 21:34:30 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Doing so on purpose is unwise Reguel. - Wed Oct  7 21:35:21 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: An attempt to save a life is better than leaving one to pass. - Wed Oct  7 21:36:12 2015
<br><br><font color=teal>*Reguel(Airide) says: I don't mind if I did it to Hideki. - Wed Oct  7 21:36:12 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: It is cowardly to talk about a person when he is not around. - Wed Oct  7 21:36:12 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I'll put this in better terms. - Wed Oct  7 21:36:12 2015
<br><br><font color=teal>*Reguel(Airide) says: Shut up. - Wed Oct  7 21:36:12 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Specially when you said you would let a shinobi die. - Wed Oct  7 21:36:12 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Since your position i- - Wed Oct  7 21:36:12 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Respect our guest. - Wed Oct  7 21:36:12 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Excuse me? - Wed Oct  7 21:36:12 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Now. - Wed Oct  7 21:37:04 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: To put things into better terms. - Wed Oct  7 21:37:04 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Due to your position as a Medical Shinobi. - Wed Oct  7 21:37:04 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: It'd be treason of you to not do your job. - Wed Oct  7 21:37:04 2015
<br><br><font color=teal>*Reguel(Airide) says: I won't respect a fellow shinobi who thinks it's funny to threaten the life of another just because someone 'pushed his buttons'. - Wed Oct  7 21:37:04 2015
<br><br><font color=teal>*Reguel(Airide) says: Espcially when I've done nothing to said indivisual. - Wed Oct  7 21:37:55 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Alright. - Wed Oct  7 21:37:55 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Then don't respect them. - Wed Oct  7 21:37:55 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: But act mature. - Wed Oct  7 21:37:55 2015
<br><br><font color=teal>*Reguel(Airide) says: Hmph. - Wed Oct  7 21:37:55 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Before I pass. - Wed Oct  7 21:37:55 2015
<br><br><font color=teal>*Reguel(Airide) says: I got a mission to complete. - Wed Oct  7 21:37:55 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I will be sure, that all of you...are matured. - Wed Oct  7 21:38:46 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I expect an apology brat. - Wed Oct  7 21:38:46 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I would like to ask that you also speak to my shinobi with respect. - Wed Oct  7 21:38:46 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Otherwise...History will repeat itself. - Wed Oct  7 21:38:46 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I treat people the way they treat me Niza. - Wed Oct  7 21:39:37 2015
<br><br><font color=teal>*Reguel(Airide) says: It's fine Raikage. - Wed Oct  7 21:39:37 2015
<br><br><font color=teal>*Reguel(Airide) says: I'm the one who fanned the flames. - Wed Oct  7 21:39:37 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Aside from Idiot N.1 and N.2 - Wed Oct  7 21:39:37 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: They get in drunker fights so yeah. - Wed Oct  7 21:39:37 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: They are the exception. - Wed Oct  7 21:39:37 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Drunken* - Wed Oct  7 21:39:37 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers:  Lord Raikage. - Wed Oct  7 21:40:28 2015
<br><br><font color=teal>*Niza(Chevy Malibu) whispers: Yes? - Wed Oct  7 21:40:28 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: Do you want to. . . if you're free sometime, come with me to eat? - Wed Oct  7 21:41:20 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: Damn, Koji's siblings hitting on the Raikage harder than I hit a punching bag. - Wed Oct  7 21:42:11 2015
<br><br><font color=teal>*Yoshiko(Kyoko Sakura) whispers: So you're gonna have an Old person -pats back- OMIT THIS IS OOC I DONT WANT EVERYONE KNOWING - Wed Oct  7 21:43:02 2015
<br><br><font color=teal>*Niza(Chevy Malibu) whispers: I suppose I could. It'll take my mind off of some things. - Wed Oct  7 21:43:02 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: Good. - Wed Oct  7 21:43:53 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: Damn, and he acceptin'. - Wed Oct  7 21:43:53 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: The flirt is too strong. - Wed Oct  7 21:43:53 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: Raikage gon' get that ass. - Wed Oct  7 21:43:53 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Damn. - Wed Oct  7 21:44:44 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: He a rabbit right? Damn, they gonna be at it for a long time then. - Wed Oct  7 21:45:36 2015
<br><br><font color=teal>*Niza(Chevy Malibu) whispers: Shall we be off then? - Wed Oct  7 21:46:27 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: Yes, let us be off. - Wed Oct  7 21:46:27 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Ah... - Wed Oct  7 21:47:18 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: It's been a while since I've been here. - Wed Oct  7 21:47:18 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Really? - Wed Oct  7 21:47:18 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: A long while... - Wed Oct  7 21:47:18 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Indeed. - Wed Oct  7 21:47:18 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: I'm glad I'm the one that made you able to visit this place once  again. - Wed Oct  7 21:48:09 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I thank you for it. - Wed Oct  7 21:48:09 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Hehe, it's no problem. - Wed Oct  7 21:49:00 2015
<br><br><font color=yellow>*Yamanshi, Genesis(Pokemon Bradley) pondered on the meal that she'd be indulging on. "Uhm, I'll be fine with fish salad, please."* - Wed Oct  7 21:54:59 2015
<br><br><font color=yellow>*Yamanshi, Genesis(Pokemon Bradley) awaiting for the meal to be prepared by the chef, her eyes drifted back toward Niza. "Yes, I've been studying in the arts ever since I was a tiny little tot. I'm not like your usual medics though. . I'm not versed in medical ninjutsu. I'm your traditional doctor some may say. That, and. . many people ditched that stuff to use medical ninjutsu--Don't get me wrong, I do kinda wanna learn medical ninjutsu.

But, uh . . I can make pills, do surgery, I know the anatomy extremely well, and. . I'm good enough to modify the DNA of the human body or rather. . any body."* - Wed Oct  7 22:00:57 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I see...Very interesting. You're definetly a rare case, that's for sure. - Wed Oct  7 22:02:40 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Mhm! - Wed Oct  7 22:02:40 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: You know sometimes given names are what will determine your future. - Wed Oct  7 22:03:31 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Indeed. - Wed Oct  7 22:05:13 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: There's several meanings of my name. . such as development, evolution, creation and so on. Maybe that's why I decided to go to such extremes in investing my time on the medical field. . - Wed Oct  7 22:06:04 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: It might sound silly though. . . - Wed Oct  7 22:06:56 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Nonsense, nothing is silly. - Wed Oct  7 22:06:56 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Ah. . that's good to know. - Wed Oct  7 22:09:29 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Hm. . you know, Lord Raikage. . Kojiro cares much about you. - Wed Oct  7 22:09:29 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: He does? - Wed Oct  7 22:09:29 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Yes, he's always usually talking about your benevolence, and other kind, and great traits. - Wed Oct  7 22:10:20 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Even I care a lot about you. - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: I'm glad that you're our leader. - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I see... - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: This is good to hear. - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I had believed I was doing poorly, but this is rather reassuring. - Wed Oct  7 22:12:03 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: I don't think you'd ever do poorly . .  - Wed Oct  7 22:12:54 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Oh? - Wed Oct  7 22:13:45 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Well. . Kumogakure has not crumbled yet under your rule.  - Wed Oct  7 22:13:45 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: That's  a good sign that you're doing great. - Wed Oct  7 22:14:36 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Hm...I suppose it is. - Wed Oct  7 22:15:28 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: yo Niza do you have 20m? - Wed Oct  7 22:16:19 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: omit - Wed Oct  7 22:16:19 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Though. if you did ever do poorly, I'd make sure to help you to the best of my ability. - Wed Oct  7 22:16:19 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: I doubt it though! - Wed Oct  7 22:16:19 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Ah. - Wed Oct  7 22:18:01 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I appreciate your loyalty. - Wed Oct  7 22:18:01 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Of course. - Wed Oct  7 22:19:44 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: It's good to see people of such a nature around. - Wed Oct  7 22:19:44 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Yeah . . . - Wed Oct  7 22:19:44 2015
<br><br><font color=yellow>*Yamanshi, Genesis(Pokemon Bradley) frowns faintly.* - Wed Oct  7 22:19:44 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: HEUEHEUEHEUEHEUEHEUEHEUEHEUEHEUEHUEHEUHEEUHEUHEEUHEUEHEUHEEUHE... - Wed Oct  7 22:24:00 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: ----- - Wed Oct  7 22:24:00 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: .... - Wed Oct  7 22:24:00 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: HE JUST - Wed Oct  7 22:24:00 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: DAMN! - Wed Oct  7 22:24:51 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: We definitely need a drink now. - Wed Oct  7 22:24:51 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: We do. - Wed Oct  7 22:24:51 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: .. Millk? Milk with Sake? - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: I'm not a pussy! - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: I want milk, or water. - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nah. - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Drink. - Wed Oct  7 22:28:16 2015
<br><br><font color=yellow>*Yamanshi, Genesis(Pokemon Bradley) stares at Kojiro's head so hard that he could feel heat.* - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: --- - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: The back of my head so hot... - Wed Oct  7 22:29:07 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: Well. .  - Wed Oct  7 22:29:07 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: It's just that.  . while you have great loyal comrades. - Wed Oct  7 22:29:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: DRINK! - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: .  . Y-You're so kind, Lord Raikage. I'm grateful for that, but others are. . . are cruel. - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: RIGHT! - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: FUCKING NOW! - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: -- - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Water!? - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: They're going to take your kindness for weakness, and abuse it. - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: I don't want you to get hurt. - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Bwahahaha! - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: ... - Wed Oct  7 22:30:49 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: See.... - Wed Oct  7 22:30:49 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I thought. - Wed Oct  7 22:30:49 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I've already been hurt before. - Wed Oct  7 22:30:49 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: We were the brothers. - Wed Oct  7 22:30:49 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I'm invulnerable to the type of pain you speak of. - Wed Oct  7 22:31:40 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: ... - Wed Oct  7 22:31:40 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: But. - Wed Oct  7 22:31:40 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: .. That nigga Raikage having a heart to heart? - Wed Oct  7 22:31:40 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: You acting like Kaori. - Wed Oct  7 22:31:40 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Therefore, no need to worry. - Wed Oct  7 22:31:40 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Drink it all. - Wed Oct  7 22:31:40 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Go for it, little man. You got this. - Wed Oct  7 22:31:40 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: I fucked up... - Wed Oct  7 22:31:40 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: Oh well. - Wed Oct  7 22:31:40 2015
<br><br><font color=yellow>*Yamanshi, Genesis(Pokemon Bradley) stares.* - Wed Oct  7 22:32:32 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: My pain has always been an open door. - Wed Oct  7 22:32:32 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: That's good . . - Wed Oct  7 22:32:32 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: HAH. - Wed Oct  7 22:32:32 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: ..Nice. - Wed Oct  7 22:32:32 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: It' d just pain my heart if someone tried to mess with you is all. - Wed Oct  7 22:32:32 2015
<br><br><font color=teal>*Niza(Chevy Malibu) whispers: Well..I'm at a loss of words...I don't believe anyone has shown so much care for me. - Wed Oct  7 22:35:56 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: R-Really. . ? - Wed Oct  7 22:36:48 2015
<br><br><font color=teal>*Kaori(Coolm3) thinks: All they're doing is getting drunk.. - Wed Oct  7 22:38:30 2015
<br><br><font color=teal>*Niza(Chevy Malibu) whispers: Indeed. - Wed Oct  7 22:38:30 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: You're next, Kaori. - Wed Oct  7 22:38:30 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: DRINK! - Wed Oct  7 22:38:30 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: What'd this bitch say about my momma? - Wed Oct  7 22:38:30 2015
<br><br><font color=teal>*Kaori(Coolm3) says: . . . I'm fine. - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: No... - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: I think it's cause. . people don't know how special and cool you are! - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: You aren't. - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: That's what I think at least. . - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: You're going to drink. - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Right now. - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Ye' she is. - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nah. - Wed Oct  7 22:39:21 2015
<br><br><font color=yellow>*Yamanshi, Genesis(Pokemon Bradley) twiddles fingers.* - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Kaori(Coolm3) says: You're gonna make me? - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Ye'. - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: She fine- Right right, drinks. - Wed Oct  7 22:39:21 2015
<br><br><font color=teal>*Niza(Chevy Malibu) whispers: Special and cool...? - Wed Oct  7 22:40:12 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: Uh-huh. .  - Wed Oct  7 22:41:55 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Man. - Wed Oct  7 22:41:55 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: No-one drinking. - Wed Oct  7 22:42:46 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) whispers: You're way better than the previous Raikage. - Wed Oct  7 22:42:46 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) thinks: mister i rip ur heart out if u dont leave my room in 5 seconds face ass - Wed Oct  7 22:42:46 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) thinks: mister i adopt 10 yr olds if they beat half my ninjas face ass - Wed Oct  7 22:42:46 2015
