<br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Rice Cake anyone? - Wed Oct  7 07:51:02 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Huh, How unfortunate. - Sat Oct 10 21:55:24 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Why is everywhere so boring. - Sat Oct 10 22:01:23 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Well, The village is destroyed so. - Sat Oct 10 22:01:23 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: What does that mean.  - Sat Oct 10 22:02:14 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: You guys just standing around. - Sat Oct 10 22:02:14 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: It means people are off working and not having fun. - Sat Oct 10 22:02:14 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Work can be fun.  - Sat Oct 10 22:02:14 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Depends. - Sat Oct 10 22:03:05 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Get to work, chop chop. - Sat Oct 10 22:03:05 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Nice suit. - Sat Oct 10 22:03:05 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: Hm, oh thanks. - Sat Oct 10 22:03:05 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: You too. - Sat Oct 10 22:03:05 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Name? - Sat Oct 10 22:03:05 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: Nozumi. - Sat Oct 10 22:03:05 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: You? - Sat Oct 10 22:03:05 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Baen of the Ossa. - Sat Oct 10 22:03:56 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: Nice to meet you. - Sat Oct 10 22:03:56 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: So, uh, I'm guessing this mess is our- Well, I'm guessing this guy is Hokage, given the look of his robes. - Sat Oct 10 22:04:48 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Likewise. - Sat Oct 10 22:04:48 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: And Yes. - Sat Oct 10 22:04:48 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Hideki the Hokage. - Sat Oct 10 22:04:48 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: The Soon to die. - Sat Oct 10 22:04:48 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: I'm not gonna lie, that's fairly accurate. - Sat Oct 10 22:04:48 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: Considering. - Sat Oct 10 22:04:48 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Every other hokage has died. - Sat Oct 10 22:05:39 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: Everyone targets Konoha, and everything. - Sat Oct 10 22:05:39 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: He won't die soon. - Sat Oct 10 22:05:39 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Tell that to the legacy curse. - Sat Oct 10 22:05:39 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Theres no reason to kill him. - Sat Oct 10 22:05:39 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Not many reasons to kill anyone. - Sat Oct 10 22:06:30 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Being Hokage seems to be one. - Sat Oct 10 22:06:30 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: People kill other's for no reason often. - Sat Oct 10 22:07:21 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: I am curious. - Sat Oct 10 22:07:21 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: Kumogakure was - Or well, I don't know much of it's status.. .But why leave her, and then come here? - Sat Oct 10 22:07:21 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: I was led to believe. - Sat Oct 10 22:07:21 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: There was a Hokage. - Sat Oct 10 22:07:21 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Suitengu was the last hokage. - Sat Oct 10 22:08:12 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: He got murdered by Hassan. - Sat Oct 10 22:08:12 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Erebus was killed by the Gezo prior. - Sat Oct 10 22:08:12 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Zetsumo before him. - Sat Oct 10 22:08:12 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: All in the same Month. - Sat Oct 10 22:08:12 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: Sounds like.. - Sat Oct 10 22:09:04 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: It doesn't matter, he won't die. - Sat Oct 10 22:09:04 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Maybe he won't. - Sat Oct 10 22:09:04 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Maybe he will. - Sat Oct 10 22:09:04 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: What I want to know is. - Sat Oct 10 22:09:04 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: Why is Kumogakure trying to turn this place into the Land Of Clouds? - Sat Oct 10 22:09:04 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: As in Take over? - Sat Oct 10 22:09:55 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: Feels like it. - Sat Oct 10 22:09:55 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Not really. - Sat Oct 10 22:10:46 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: You say this but. - Sat Oct 10 22:15:02 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Theres only two from Kumo to my knowledge. - Sat Oct 10 22:16:44 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: More. - Sat Oct 10 22:17:36 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: And they aren't affiliated with Kumo anymore. - Sat Oct 10 22:17:36 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: I'm just asking these questions. - Sat Oct 10 22:17:36 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: Because someone needs to. - Sat Oct 10 22:17:36 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: We're fine, We just need time to recover. - Sat Oct 10 22:19:18 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: That monster did a number on us. - Sat Oct 10 22:19:18 2015
<br><br><font color=teal>*Nozumi(Dragonfile) says: What if it comes back? - Sat Oct 10 22:21:00 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Now then... - Sat Oct 10 22:45:45 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I have another guest... - Sat Oct 10 22:45:45 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: It appears.... - Sat Oct 10 22:45:45 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Problems, guy - Sat Oct 10 22:46:36 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: ? - Sat Oct 10 22:46:36 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Are you here for any particular reason? - Sat Oct 10 22:47:28 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Just a question. - Sat Oct 10 22:47:28 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Stumbled upon this place, came to say hi~ - Sat Oct 10 22:47:28 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Hi. - Sat Oct 10 22:47:28 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) thinks: He's a pretty friendly guy. - Sat Oct 10 22:48:19 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Now then. - Sat Oct 10 22:48:19 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) thinks: I wonder if he like cookies. - Sat Oct 10 22:48:19 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'll be getting inside. - Sat Oct 10 22:48:19 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) thinks: I like cookies. - Sat Oct 10 22:48:19 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: ----, Am I allowed inside now? - Sat Oct 10 22:48:19 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Ryomen, how has your training been? - Sat Oct 10 22:48:19 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: And I suppose so, Cypher. - Sat Oct 10 22:48:19 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: I was told before if I entered I'd be stabbed. - Sat Oct 10 22:48:19 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Only the first floor. - Sat Oct 10 22:48:19 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: ---- - Sat Oct 10 22:48:19 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: Entry Level employee. - Sat Oct 10 22:49:10 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: I understand. - Sat Oct 10 22:49:10 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Only the lobby, Bobby. - Sat Oct 10 22:49:10 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: ----- - Sat Oct 10 22:49:10 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) thinks: Did he call me Bobby? - Sat Oct 10 22:49:10 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) thinks: Is that a slur in some foreign languge? - Sat Oct 10 22:49:10 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) thinks: .... - Sat Oct 10 22:49:10 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) thinks: I feel like, I'm on the verge of a mental sigh. - Sat Oct 10 22:49:10 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) thinks: It may be painful. - Sat Oct 10 22:50:01 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) thinks: *sigh* - Sat Oct 10 22:50:01 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: --- - Sat Oct 10 22:50:01 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: So. - Sat Oct 10 22:50:52 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: What's up? - Sat Oct 10 22:50:52 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Nothing much. - Sat Oct 10 22:50:52 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: Doing anything fun? - Sat Oct 10 22:51:44 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Trying. - Sat Oct 10 22:51:44 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: Yeah, I know the feeling of trying. - Sat Oct 10 22:51:44 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: Been trying to get into a girl's panties for a while now. - Sat Oct 10 22:51:44 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: They don't dig the baby face. - Sat Oct 10 22:51:44 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: I'll catch you later. - Sat Oct 10 22:54:17 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: ... - Sat Oct 10 23:00:16 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Hey. - Sat Oct 10 23:00:16 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: Hi. - Sat Oct 10 23:00:16 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) thinks: Is he another one of dad's bodyguards? - Sat Oct 10 23:01:07 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: What's your name? - Sat Oct 10 23:01:58 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: Anguo. - Sat Oct 10 23:02:49 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Nice to meet you Anguo. - Sat Oct 10 23:06:14 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: Nice to meet you too Mister... - Sat Oct 10 23:07:56 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Yo. - Sun Oct 11 00:19:37 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: le person I was rping with_ - Sun Oct 11 00:21:20 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Did you just tell me to get tall? - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: I did. - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: You're an idiot. - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Taka, Shinjin(Psychic_Warrior) says: . . . . . - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Say that again. - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: I dare you. - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Taka, Shinjin(Psychic_Warrior) says: Don't say that again. - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Yo, yo, to. - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: No, I've seen what you do. - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: What does he do? - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: So i'd rather not. - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: He gets weird. - Sun Oct 11 00:27:18 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Hey, guy. - Sun Oct 11 00:28:09 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: You're an idot. - Sun Oct 11 00:28:09 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Mm-... - Sun Oct 11 00:28:09 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I wouldn't Baen. - Sun Oct 11 00:29:00 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Give a fuck? He's an idiot~ - Sun Oct 11 00:29:00 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I've only seen the Hideki stop this guy. - Sun Oct 11 00:29:00 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Hideki isn't shit. - Sun Oct 11 00:29:00 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: You like to be an idiot.  - Sun Oct 11 00:31:34 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Bwahaha. - Sun Oct 11 00:31:34 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Hideki...What did you..? - Sun Oct 11 00:32:25 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Absolutely, nothing. - Sun Oct 11 00:33:16 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Uh huh. - Sun Oct 11 00:33:16 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I'd like to talk to you about something later Hideki. - Sun Oct 11 00:34:08 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Something other than training. - Sun Oct 11 00:34:08 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Alright. - Sun Oct 11 00:34:08 2015
<br><br><font color=teal>*Hana(BoyFlareon) thinks: Damn, is that trick again. - Sun Oct 11 00:36:41 2015
<br><br><font color=teal>*Hana(BoyFlareon) thinks: Hate snakes. - Sun Oct 11 00:36:41 2015
<br><br><font color=teal>*Hideki(Assassin241) says: TALKIN SHIT - Sun Oct 11 00:36:41 2015
<br><br><font color=teal>*Hideki(Assassin241) says: omit - Sun Oct 11 00:36:41 2015
<br><br><font color=teal>*Hana(BoyFlareon) says: -- - Sun Oct 11 00:36:41 2015
<br><br><font color=yellow>*Ossa, Baen(Ama No Murakumo) stood still since Hideki stepped in and attempted to halt Hideki's  movement. "See, idiotic. I don't see how he doesn't see it~" he was obviously being a dick, and antagonizing Ambrocio for reasons that were only known to him, but it sure was funny.* - Sun Oct 11 00:37:32 2015
<br><br><font color=teal>*Taka, Shinjin(Psychic_Warrior) says: . . . . . . . - Sun Oct 11 00:38:24 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: omit - Sun Oct 11 00:42:40 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Phew.. - Sun Oct 11 00:46:56 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: That's what I meant by weird, Baen. - Sun Oct 11 00:47:47 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Why do I catch people if I'm just going to throw them to the side.. - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: What the fuck is wrong with me. - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Hello, Baen. - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Hana(BoyFlareon) says: Is this a bad time to ask for a mission? - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Of course not. - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Hello Hideki. - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: And meh, i've seen that before. - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Hideki(Assassin241) says: What brings you here? - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: I've killed it before. - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Eh, ya know. - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Chill. - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Life travels. - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: I got a cool cape now. - Sun Oct 11 00:48:38 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Oh? - Sun Oct 11 00:49:29 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Can I see it? - Sun Oct 11 00:49:29 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: With your eyes~ - Sun Oct 11 00:49:29 2015
<br><br><font color=teal>*Yoshiko(BigBootyJudy) says: I think I'm going to. . .go tend to the garden. . .soon. . . - Sun Oct 11 00:49:29 2015
<br><br><font color=yellow>*Ossa, Baen(Ama No Murakumo) Twirls like a real nigga in a ballet pageant* - Sun Oct 11 00:49:29 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Nice. - Sun Oct 11 00:50:20 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: So I see you're running the village. - Sun Oct 11 00:50:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Yeah. - Sun Oct 11 00:50:20 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: You must be the...eight. - Sun Oct 11 00:50:20 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Eight* - Sun Oct 11 00:50:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Eight? - Sun Oct 11 00:50:20 2015
<br><br><font color=teal>*Fukushu, Angetsu(Rich The Kid) says: did this nigga - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Fukushu, Angetsu(Rich The Kid) says: twirl - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Fukushu, Angetsu(Rich The Kid) says: nah - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Hideki(Assassin241) says: -- - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Hideki(Assassin241) says: You dissin. - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Hideki(Assassin241) says: On my nigga? - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Fukushu, Angetsu(Rich The Kid) says: Yes. - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Baen. - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Hideki(Assassin241) says: That man is dissing you. - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Fukushu, Angetsu(Rich The Kid) says: Naw fam - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Fukushu, Angetsu(Rich The Kid) says: this aint even my personality - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Fukushu, Angetsu(Rich The Kid) says: relax - Sun Oct 11 00:52:03 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: ..... - Sun Oct 11 00:53:45 2015
<br><br><font color=teal>*Hideki(Assassin241) says: So Baen. - Sun Oct 11 00:53:45 2015
<br><br><font color=teal>*Hideki(Assassin241) says: What did you mean by 'Eight' ? - Sun Oct 11 00:53:45 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Eighth. - Sun Oct 11 00:53:45 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Eighth Hokage. - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Oh - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Or something. - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I see. - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: It's a cursed position. - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: ... - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Yo. - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Cursed? - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Hideki(Assassin241) says: What? - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Look. - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: This is what you do my man. - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Pass the title on to someone else. - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Then get it back. - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: So that you're the tenth. - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Heh. - Sun Oct 11 00:54:36 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: It's perfect. - Sun Oct 11 00:55:28 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Nah.. - Sun Oct 11 00:55:28 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I think, we'll be fine. - Sun Oct 11 00:55:28 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: That's not how it works at all - Sun Oct 11 00:55:28 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: But sure. - Sun Oct 11 00:55:28 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: It could...It could... - Sun Oct 11 00:55:28 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Nah. - Sun Oct 11 00:56:19 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Every hokage has died before their time. - Sun Oct 11 00:56:19 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: That's the life of a Shinobi. - Sun Oct 11 00:56:19 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: I just realized my village destroyed this village on multiple occassions... - Sun Oct 11 00:56:19 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Three in the last three months. - Sun Oct 11 00:56:19 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: I should skeddadle.. - Sun Oct 11 00:56:19 2015
<br><br><font color=teal>*Hideki(Assassin241) says: -- - Sun Oct 11 00:56:19 2015
<br><br><font color=teal>*Hideki(Assassin241) says: yo. - Sun Oct 11 00:56:19 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Gojiro. - Sun Oct 11 00:56:19 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: - - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Hideki is busy. - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Hideki(Assassin241) says: --- - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Spar me instead.  - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ---------- - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Fukushu, Angetsu(Rich The Kid) says: ------- - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Hideki(Assassin241) says: No one is to spar Ambrocio. - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: ----- - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: I could. - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Ay...I'd spar. - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: But you'd break my everything. - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: He wants to fight me anyways~ - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Hana(BoyFlareon) says: Why can't I spar him? - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: ... - Sun Oct 11 00:57:10 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Ay.... - Sun Oct 11 00:58:01 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Question... - Sun Oct 11 00:58:01 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Baen...What happened to the spear on your back? - Sun Oct 11 00:58:01 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Who wants to support me... - Sun Oct 11 00:58:01 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: With some funds... - Sun Oct 11 00:58:01 2015
<br><br><font color=teal>*Hana(BoyFlareon) thinks: I'll just spar later. - Sun Oct 11 00:58:01 2015
