<br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *waves at Nami* - Wed Dec  2 05:44:44 2015
After realizing what happened, they quickly turned around and ran towards each other once again, their body rotating and moving unorthadoxed as they just reacted to their surroundings. Their attacks were becoming more and more in sync, punches and kicks clashing, ducking under attacks and jumping over leg sweeps. They were perfectly trained with each other at this moment, and there was suddenly a pause of what seemed like time as both of their fists connected with each other. Kinami giggled as she jumped back powerfully, her body seeming to rest a bit. But, she wasn't even breathing hard.* - Wed Dec  2 10:16:06 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: I'll let u decide how to end it, my eyes is gettin heavy lol) - Wed Dec  2 10:28:54 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: Holly crap. How long can one guy use this jutsu?! - Wed Dec  2 10:36:35 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Shit. . This is bad. . .  - Wed Dec  2 10:38:17 2015
<br><br><font color=yellow>*Kinami Hassan(Ninasky115) slid back after the encounter, chuckling as she heard Sanoke speaking. Moving quickly, she'd grip Hiroshi's shirt tightly before jumping straight up into the air. She was high enough to get out of the way of the bullets, and quickly threw Hiroshi towards the softer part of the sand lightly. It wouldn't hurt him at all, it was simply to get him out of the firing range called the battlefield. Kinami wasn't tired at all, however, so she would stay in and see how well she fared against someone of Sanoke's calibre.

Moving forward towards one of the clones, she'd grin lightly. Now they could simply focus fire on her instead of shooting it in a wide arc, which made it even harder for her to react to all of it. As she moved towards the clone, Kinami would continue to move around, the bullets simply flying past her, a few of them coming close to scraping her and leaving her with a nasty bruise. If she were able to get close to the clone, she'd tilt her body to the side of the clone instead of directly in front of it, throwing a quick kick towards the side of its head.* - Wed Dec  2 10:39:08 2015
<br><br><font color=yellow>*Kinami Hassan(Ninasky115) felt the clone disperse at her feet, chuckling as she looked back at Sanoke. "Oh please, I'm still holding back. I'll show you what the absolute -minimum- that you can expect at the exams is!" And with that, she'd suddenly burst into a powerful stance, her gate quickly opening out of nowhere. It was forbidden to use such a technique, but of course the first gate wasa harmless, and almost anyone could open that.

Turning her head over towards the other two clones, she'd suddenly move at breakneck speed, disappearing completely as she moved. Of course, most of the people at the arena could probably track her pretty easily, she had no idea what they could do in all honesty. But Kinami was sure of herself, and wasn't holding back even a little bit. As she neared another clone, Kinami would attempt to send a powerful kick at the clone's neck.

If it had dispersed, which she was almost positive that it would, her eyes would lock on to the next clone as she zoomed around the arena. She assumed that the clone would be smart enough to stop firing the bullets and get into a taijutsu stance, but maybe not. Perhaps it would simply say forget it and continue to rain down bullets on Kinami. Right now she was perfectly fine with dodging, but who knows what would happen with only one clone on the field?* - Wed Dec  2 10:51:56 2015
<br><br><font color=yellow>*Kinami Hassan(Ninasky115) felt the sudden gust of wind that appeared out of nowhere. Kinami was almost resistant enough to push past it. But alas, she was blown back against the ground, quickly recovering as she skid back on her feet. The girl would allow her stance and gate to fall into nothingness, her arms crossed as she looked over at Sanoke with a grin. "Don't worry, there's much more to see. -Much- more. Maybe you'll even see a forbidden jutsu thrown out there.~"* - Wed Dec  2 11:03:02 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Haha. Trust me, if I am lucky enough to unlock my next gate by the time the exams are here. - Wed Dec  2 11:08:09 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: It'll be a very interesting show. - Wed Dec  2 11:08:09 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Maybe I'll bust out a new fighting style too, haha. - Wed Dec  2 11:11:34 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Pfft. We'll see. - Wed Dec  2 11:14:59 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Good luck, though. - Wed Dec  2 11:14:59 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Lucky for you, Paine didn't make it to round three. - Wed Dec  2 11:14:59 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Heh. - Wed Dec  2 11:14:59 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Oh, jee. - Wed Dec  2 11:14:59 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: That means I'll be fighting Izanami then. - Wed Dec  2 11:15:50 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: You don't know. - Wed Dec  2 11:15:50 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I'll be randomizing everything. - Wed Dec  2 11:15:50 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Well, win or lose. - Wed Dec  2 11:16:41 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: I only need five points to be eligable for chuunin. - Wed Dec  2 11:17:32 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: So it'll be fun either way. - Wed Dec  2 11:17:32 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Mhm. But don't think like that. The higher the better. - Wed Dec  2 11:18:24 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: I suppose so. - Wed Dec  2 11:20:06 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Don't 'suppose.' Just 'cause you reach the required amount doesn't make being chunnin guranteed!. . . Although it is very likely. - Wed Dec  2 11:22:40 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Well, to be honest. - Wed Dec  2 11:23:31 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: If I reach the required amount, I know that I am strong and smart enough to be chuunin. The actual chuunin that was picked would be the one that's best for the village. - Wed Dec  2 11:24:22 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Which is what I'd want anyway, whether it's me or not. - Wed Dec  2 11:24:22 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: But trust me. - Wed Dec  2 11:26:04 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: I'm still going to try my hardest with the intention of winning. - Wed Dec  2 11:26:04 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: <*nods*> That's noble. - Wed Dec  2 11:32:54 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: Good. I look for that quality in shinobi. - Wed Dec  2 11:32:54 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Sanoke, we have some good medics in Sunagakure, correct? - Wed Dec  2 11:36:19 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Mhm. - Wed Dec  2 11:37:10 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: That's good. - Wed Dec  2 11:38:52 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Why? - Wed Dec  2 11:39:44 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: There might be some broken bones and bodies when I'm done. - Wed Dec  2 11:39:44 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Including my own. - Wed Dec  2 11:39:44 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I don't think we have any good medics in Suna. - Wed Dec  2 11:40:35 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: So be careful. - Wed Dec  2 11:40:35 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: I am a pretty reckless fighter admitedly. Being careful to me is not running head first into a fireball. - Wed Dec  2 11:41:26 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Oh, one question. - Wed Dec  2 11:43:08 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Should I consider them friend or foe in the exams? - Wed Dec  2 11:44:00 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) thinks: Since you fight harder against an enemy, but there might be some broken bones.... - Wed Dec  2 11:44:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Foe! But don't try to kill. - Wed Dec  2 11:44:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Injuring, sure. - Wed Dec  2 11:44:00 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Well..... - Wed Dec  2 11:44:51 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: You saw what I did to Hiroshi in capture the flag, that was me before I got stronger. - Wed Dec  2 11:44:51 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: And holding back slightly. - Wed Dec  2 11:44:51 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: But eh, I guess I should stop talking. We'll just see in the exams, eh? Haha. - Wed Dec  2 11:46:33 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Yes! Save the fun for the tournament. - Wed Dec  2 11:48:16 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: So glad I didn't enter. - Wed Dec  2 11:48:16 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Sounds messy. - Wed Dec  2 11:48:16 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I'm hoping for good matches? -- Why? You'd do so good. - Wed Dec  2 11:48:16 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Hassan ruined exams for me. - Wed Dec  2 11:48:16 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: What did Grandpa do? - Wed Dec  2 11:49:07 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I'd rather not say. - Wed Dec  2 11:49:07 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Anyways goodluck. - Wed Dec  2 11:49:07 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Thank you. Want to go a few rounds? - Wed Dec  2 11:49:58 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Not really. - Wed Dec  2 11:50:49 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I'm sure you would beat the tar out of me. - Wed Dec  2 11:50:49 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Oh yeah, that's what -everyone- says. - Wed Dec  2 11:50:49 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: It's true. - Wed Dec  2 11:51:40 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Well, alright then. - Wed Dec  2 11:51:40 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Thank god I have Sanoke. - Wed Dec  2 11:53:23 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: He's the strong one in the relationship. - Wed Dec  2 11:54:14 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: I'll be able to take him in a few years. - Wed Dec  2 11:55:05 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I've already beaten him up. - Wed Dec  2 11:56:48 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: -- Uh. No you haven't. - Wed Dec  2 11:58:30 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: By now, you probably can beat me in taijutsu, though. - Wed Dec  2 11:58:30 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: So can I. - Wed Dec  2 11:59:21 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I did beat you. - Wed Dec  2 11:59:21 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: and it was strictly taijutsu - Wed Dec  2 11:59:21 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: and you used a jutsu. - Wed Dec  2 11:59:21 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: and you just won't admit it. - Wed Dec  2 11:59:21 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: you lost. - Wed Dec  2 11:59:21 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: loser. - Wed Dec  2 11:59:21 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I have admitted it. But that's still my win. <*Nods*> - Wed Dec  2 12:00:12 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: No it's not. - Wed Dec  2 12:00:12 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: You broke the rules. - Wed Dec  2 12:00:12 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Had we been in the chunnin exams - Wed Dec  2 12:00:12 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: You would be D'Q'd. - Wed Dec  2 12:00:12 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Loser. - Wed Dec  2 12:00:12 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: So it's a loss. - Wed Dec  2 12:00:12 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Add it to your track record. - Wed Dec  2 12:01:04 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Not true! In chunnin exam, anything goes. - Wed Dec  2 12:01:04 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Breaking the rules doesn't go. - Wed Dec  2 12:01:04 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: That was a rule that you set that you couldn't follow. - Wed Dec  2 12:01:55 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: You lost. - Wed Dec  2 12:01:55 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: It's cause I wanted to end it sooner! Not like I couldn't have won. - Wed Dec  2 12:01:55 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: You had just become a shinobi. - Wed Dec  2 12:01:55 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Excuses! - Wed Dec  2 12:02:46 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: It's exactly why I didn't enter. - Wed Dec  2 12:03:37 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: What? You're plenty strong now. - Wed Dec  2 12:03:37 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: You could kick my ass in close combat easily. - Wed Dec  2 12:03:37 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Nope. - Wed Dec  2 12:04:28 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I'm weak. - Wed Dec  2 12:04:28 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: and you let me win. - Wed Dec  2 12:04:28 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: That's why I never enter things cause you never tell me how strong and beautiful I am. - Wed Dec  2 12:04:28 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: <*Eyes shrink in an anime fashion*> N-No! I never said you weren't strong. .  - Wed Dec  2 12:05:20 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: And of course I think you're beautiful. - Wed Dec  2 12:05:20 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Sanoke, didn't you say that other girl was beautiful in the square that day?~ - Wed Dec  2 12:05:20 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: No you don't. - Wed Dec  2 12:06:11 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Anyways i'm going to cry myself to sleep or go do something. - Wed Dec  2 12:08:44 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Hey Nami. - Thu Dec  3 03:49:58 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Hi. - Thu Dec  3 03:49:58 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Hey I think they need people to help at the maaid cafe thing during the festival. - Thu Dec  3 03:50:49 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: You want to help them? - Thu Dec  3 03:50:49 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Why me? - Thu Dec  3 03:50:49 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Why not you? - Thu Dec  3 03:50:49 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I mean, I want to see you in the maid outfit. - Thu Dec  3 03:50:49 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Because you're the girl in this relationship so you should help them. - Thu Dec  3 03:50:49 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Whaaa? - Thu Dec  3 03:50:49 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: How the hell? - Thu Dec  3 03:50:49 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Mhm, mhm. - Thu Dec  3 03:50:49 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What the hell you talking about girl? - Thu Dec  3 03:51:40 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: You heard me! - Thu Dec  3 03:51:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Hell no. - Thu Dec  3 03:51:40 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Bro you got burned... hard - Thu Dec  3 03:51:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: You, -you- are the woman in this relationship. - Thu Dec  3 03:51:40 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Oh yeah? What happened last night when we sparred!? - Thu Dec  3 03:51:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I got hit by an air bullet. - Thu Dec  3 03:52:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: That's what happened. - Thu Dec  3 03:52:32 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Because you were too slow.~ - Thu Dec  3 03:52:32 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Girly.~ - Thu Dec  3 03:52:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Damnit.  - Thu Dec  3 03:52:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Let's go. - Thu Dec  3 03:52:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Right now. - Thu Dec  3 03:52:32 2015
<br><br><font color=teal>*Ryujin, Ivel(OmniKage) says: And I thought I was the only one burning people. - Thu Dec  3 03:52:32 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: She's spitting straight katon at you bro... cool it or you'll get burned~ - Thu Dec  3 03:52:32 2015
<br><br><font color=teal>*Ryujin, Ivel(OmniKage) says: Hehehehe~ - Thu Dec  3 03:52:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: This girl . . .  - Thu Dec  3 03:52:32 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Ugh, but fighting is so boring.~ - Thu Dec  3 03:53:23 2015
<br><br><font color=teal>*Ryujin, Ivel(OmniKage) says: Someone get the aloe vera. - Thu Dec  3 03:53:23 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I swear to beans. . . Nami why are you doing this to me? - Thu Dec  3 03:53:23 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: I don't know, it's fun. - Thu Dec  3 03:53:23 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: I'll kiss you on the cheek later when I tuck you in hun. - Thu Dec  3 03:54:14 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: . . . - Thu Dec  3 03:54:14 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I don't how I feel about that one. - Thu Dec  3 03:54:14 2015
